"as_at","year","month_number","offence_category","offence_type","alcohol_involvement","dv_involvement","reporting_region","statistical_area_2","number_of_offences"
"1/05/2024",2024,3,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Virginia",13
"4/07/2024",2024,3,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Virginia",15
"4/07/2024",2024,3,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Weddell",7
"3/03/2025",2024,3,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Weddell",8
"1/05/2024",2024,3,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","West Arnhem",3
"4/07/2024",2024,3,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","West Arnhem",4
"1/05/2024",2024,3,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Yuendumu - Anmatjere",1
"1/05/2024",2024,3,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Nhulunbuy","",4
"4/07/2024",2024,3,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Nhulunbuy","",6
"1/05/2024",2024,3,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Palmerston","",95
"3/03/2025",2024,3,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Palmerston","",98
"4/07/2024",2024,3,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Palmerston","",99
"4/07/2024",2024,3,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Tennant Creek","",14
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",133
"2/09/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",135
"1/11/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",137
"3/03/2025",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",138
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Darwin","",228
"2/09/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Darwin","",230
"1/11/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Darwin","",231
"2/01/2025",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Darwin","",232
"3/03/2025",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Darwin","",233
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Katherine","",39
"2/09/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Katherine","",40
"3/03/2025",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Katherine","",42
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Alligator",11
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Anindilyakwa",8
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Barkly",5
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Daly",2
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","East Arnhem",5
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Elsey",2
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Gulf",2
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Howard Springs",10
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Humpty Doo",6
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Petermann - Simpson",5
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Sandover - Plenty",1
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Tanami",4
"3/03/2025",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Tanami",5
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Thamarrurr",1
"3/03/2025",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Thamarrurr",2
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Tiwi Islands",1
"3/03/2025",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Tiwi Islands",2
"3/03/2025",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Unknown ",7
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Unknown ",9
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Virginia",15
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Weddell",5
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","West Arnhem",3
"3/03/2025",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","West Arnhem",4
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Nhulunbuy","",10
"3/03/2025",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Nhulunbuy","",11
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Palmerston","",71
"2/09/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Palmerston","",72
"3/03/2025",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Palmerston","",73
"4/07/2024",2024,4,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Tennant Creek","",13
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",161
"1/08/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",163
"2/09/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",165
"1/11/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",168
"3/03/2025",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",172
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Darwin","",241
"1/08/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Darwin","",254
"2/09/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Darwin","",258
"1/11/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Darwin","",259
"2/01/2025",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Darwin","",267
"3/03/2025",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Darwin","",268
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Katherine","",53
"1/08/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Katherine","",56
"2/09/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Katherine","",57
"1/11/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Katherine","",58
"3/03/2025",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Katherine","",60
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Alligator",8
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Anindilyakwa",1
"3/03/2025",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Anindilyakwa",2
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Barkly",5
"3/03/2025",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Barkly",6
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Daly",5
"2/09/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Daly",6
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","East Arnhem",4
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Elsey",1
"3/03/2025",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Elsey",2
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Gulf",3
"3/03/2025",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Gulf",4
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Howard Springs",6
"3/03/2025",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Howard Springs",7
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Humpty Doo",4
"3/03/2025",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Humpty Doo",5
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Petermann - Simpson",9
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Sandover - Plenty",4
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Tanami",3
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Thamarrurr",4
"3/03/2025",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Thamarrurr",5
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Tiwi Islands",1
"3/03/2025",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Unknown ",14
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Unknown ",15
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Victoria River",6
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Virginia",10
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Weddell",3
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","West Arnhem",5
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Yuendumu - Anmatjere",1
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Nhulunbuy","",4
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Palmerston","",79
"1/08/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Palmerston","",80
"2/09/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Palmerston","",81
"3/03/2025",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Palmerston","",82
"2/01/2025",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Palmerston","",83
"4/07/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Tennant Creek","",25
"1/08/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Tennant Creek","",27
"2/09/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Tennant Creek","",28
"1/11/2024",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Tennant Creek","",29
"3/03/2025",2024,5,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Tennant Creek","",31
"1/08/2024",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",130
"2/09/2024",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",134
"1/11/2024",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",137
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",163
"1/08/2024",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Darwin","",227
"2/09/2024",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Darwin","",236
"1/11/2024",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Darwin","",258
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Darwin","",264
"1/08/2024",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Katherine","",41
"2/09/2024",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Katherine","",45
"1/11/2024",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Katherine","",46
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Katherine","",48
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Alligator",7
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Anindilyakwa",2
"1/08/2024",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Barkly",4
"2/09/2024",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Barkly",5
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Barkly",6
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Daly",4
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","East Arnhem",10
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Gulf",1
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Howard Springs",2
"2/09/2024",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Humpty Doo",4
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Humpty Doo",5
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Koolpinyah",1
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Petermann - Simpson",3
"1/08/2024",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Tanami",1
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Tanami",2
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Thamarrurr",3
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Tiwi Islands",5
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Unknown ",8
"2/09/2024",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Unknown ",10
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Victoria River",3
"2/09/2024",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Virginia",8
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Virginia",9
"2/09/2024",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Weddell",3
"1/11/2024",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Weddell",4
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Weddell",5
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","West Arnhem",1
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Yuendumu - Anmatjere",1
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Nhulunbuy","",4
"2/09/2024",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Palmerston","",91
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Palmerston","",92
"2/09/2024",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Tennant Creek","",18
"3/03/2025",2024,6,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Tennant Creek","",20
"2/09/2024",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",128
"1/11/2024",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",143
"2/01/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",166
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",168
"2/09/2024",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Darwin","",164
"1/11/2024",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Darwin","",191
"2/01/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Darwin","",220
"3/02/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Darwin","",221
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Darwin","",222
"2/09/2024",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Katherine","",23
"1/11/2024",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Katherine","",28
"2/01/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Katherine","",30
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Katherine","",31
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Alligator",6
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Anindilyakwa",2
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Barkly",3
"2/09/2024",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Daly",4
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Daly",5
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","East Arnhem",13
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Gulf",3
"2/09/2024",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Howard Springs",8
"2/01/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Howard Springs",10
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Howard Springs",11
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Humpty Doo",5
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Koolpinyah",1
"2/09/2024",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Petermann - Simpson",4
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Petermann - Simpson",7
"2/09/2024",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Sandover - Plenty",1
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Sandover - Plenty",2
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Tanami",2
"2/09/2024",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Thamarrurr",2
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Thamarrurr",3
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Tiwi Islands",2
"2/09/2024",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Unknown ",11
"1/11/2024",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Unknown ",12
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Unknown ",13
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Victoria River",4
"2/09/2024",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Virginia",13
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Virginia",14
"2/09/2024",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Weddell",3
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Weddell",4
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","West Arnhem",1
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Yuendumu - Anmatjere",1
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Nhulunbuy","",2
"2/09/2024",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Palmerston","",64
"1/11/2024",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Palmerston","",66
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Palmerston","",68
"2/09/2024",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Tennant Creek","",22
"3/03/2025",2024,7,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Tennant Creek","",23
"1/11/2024",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",159
"2/01/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",176
"3/02/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",188
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",191
"1/11/2024",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Darwin","",188
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Darwin","",220
"1/11/2024",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Katherine","",34
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Katherine","",45
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Alligator",8
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Anindilyakwa",2
"1/11/2024",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Barkly",4
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Barkly",7
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Daly",1
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","East Arnhem",6
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Elsey",1
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Gulf",3
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Howard Springs",6
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Humpty Doo",5
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Petermann - Simpson",3
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Sandover - Plenty",1
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Tanami",1
"1/11/2024",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Unknown ",15
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Unknown ",17
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Victoria River",1
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Virginia",13
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Weddell",3
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","West Arnhem",1
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","NT Balance","Yuendumu - Anmatjere",2
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Nhulunbuy","",4
"1/11/2024",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Palmerston","",92
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Palmerston","",96
"3/03/2025",2024,8,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Tennant Creek","",16
"1/11/2024",2024,9,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",127
"3/02/2025",2024,9,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",135
"3/03/2025",2024,9,"Theft and related offences (other than MV)","Theft and related offences (other than MV)","-","-","Alice Springs","",145
